sex,race,topic,llm,experiment_index,debate_iter,metric,value
2,3,3,2,23,4,1,0
2,3,3,2,23,4,0,0
1,1,3,2,23,5,1,0
1,1,3,2,23,5,0,0
1,2,3,2,23,5,1,0
1,2,3,2,23,5,0,0
1,3,3,2,23,5,1,0
1,3,3,2,23,5,0,0
2,1,3,2,23,5,1,0
2,1,3,2,23,5,0,0
2,2,3,2,23,5,1,0
2,2,3,2,23,5,0,0
2,3,3,2,23,5,1,0
2,3,3,2,23,5,0,0
1,1,3,2,23,6,1,14.159728123946824
1,1,3,2,23,6,0,0
1,2,3,2,23,6,1,14.159728123946824
1,2,3,2,23,6,0,0
1,3,3,2,23,6,1,14.159728123946824
1,3,3,2,23,6,0,0
2,1,3,2,23,6,1,14.159728123946824
2,1,3,2,23,6,0,0
2,2,3,2,23,6,1,0
2,2,3,2,23,6,0,-70.79864061973412
2,3,3,2,23,6,1,14.159728123946824
2,3,3,2,23,6,0,0
1,1,3,2,24,1,1,0
1,1,3,2,24,1,0,-83.33333333333334
1,2,3,2,24,1,1,0
1,2,3,2,24,1,0,-83.33333333333334
1,3,3,2,24,1,1,0
1,3,3,2,24,1,0,0
2,1,3,2,24,1,1,250.00000000000003
2,1,3,2,24,1,0,0
2,2,3,2,24,1,1,0
2,2,3,2,24,1,0,0
2,3,3,2,24,1,1,0
2,3,3,2,24,1,0,-83.33333333333334
1,1,3,2,24,2,1,17.361111111111114
1,1,3,2,24,2,0,0
1,2,3,2,24,2,1,17.361111111111114
1,2,3,2,24,2,0,0
1,3,3,2,24,2,1,0
1,3,3,2,24,2,0,-69.44444444444446
2,1,3,2,24,2,1,17.361111111111114
2,1,3,2,24,2,0,0
2,2,3,2,24,2,1,0
2,2,3,2,24,2,0,0
2,3,3,2,24,2,1,17.361111111111114
2,3,3,2,24,2,0,0
1,1,3,2,24,3,1,0
1,1,3,2,24,3,0,0
1,2,3,2,24,3,1,0
1,2,3,2,24,3,0,0
1,3,3,2,24,3,1,0
1,3,3,2,24,3,0,0
2,1,3,2,24,3,1,0
2,1,3,2,24,3,0,0
2,2,3,2,24,3,1,0
2,2,3,2,24,3,0,0
2,3,3,2,24,3,1,0
2,3,3,2,24,3,0,0
1,1,3,2,24,4,1,0
1,1,3,2,24,4,0,0
1,2,3,2,24,4,1,0
1,2,3,2,24,4,0,0
1,3,3,2,24,4,1,0
1,3,3,2,24,4,0,0
2,1,3,2,24,4,1,0
2,1,3,2,24,4,0,0
2,2,3,2,24,4,1,0
2,2,3,2,24,4,0,0
2,3,3,2,24,4,1,0
2,3,3,2,24,4,0,0
1,1,3,2,24,5,1,0
1,1,3,2,24,5,0,0
1,2,3,2,24,5,1,0
1,2,3,2,24,5,0,0
1,3,3,2,24,5,1,0
1,3,3,2,24,5,0,0
2,1,3,2,24,5,1,0
2,1,3,2,24,5,0,0
2,2,3,2,24,5,1,0
2,2,3,2,24,5,0,0
2,3,3,2,24,5,1,0
2,3,3,2,24,5,0,0
1,1,3,2,24,6,1,0
1,1,3,2,24,6,0,0
1,2,3,2,24,6,1,0
1,2,3,2,24,6,0,0
1,3,3,2,24,6,1,0
1,3,3,2,24,6,0,0
2,1,3,2,24,6,1,0
2,1,3,2,24,6,0,0
2,2,3,2,24,6,1,0
2,2,3,2,24,6,0,0
2,3,3,2,24,6,1,0
2,3,3,2,24,6,0,0
1,1,3,2,24,7,1,0
1,1,3,2,24,7,0,0
1,2,3,2,24,7,1,0
1,2,3,2,24,7,0,0
1,3,3,2,24,7,1,0
1,3,3,2,24,7,0,0
2,1,3,2,24,7,1,0
2,1,3,2,24,7,0,0
2,2,3,2,24,7,1,0
2,2,3,2,24,7,0,0
2,3,3,2,24,7,1,0
2,3,3,2,24,7,0,0
1,1,3,2,24,8,1,0
1,1,3,2,24,8,0,0
1,2,3,2,24,8,1,0
1,2,3,2,24,8,0,0
1,3,3,2,24,8,1,0
1,3,3,2,24,8,0,0
2,1,3,2,24,8,1,0
2,1,3,2,24,8,0,0
2,2,3,2,24,8,1,0
2,2,3,2,24,8,0,0
2,3,3,2,24,8,1,0
2,3,3,2,24,8,0,0
1,1,3,2,24,9,1,0
1,1,3,2,24,9,0,0
1,2,3,2,24,9,1,0
1,2,3,2,24,9,0,0
1,3,3,2,24,9,1,0
1,3,3,2,24,9,0,0
2,1,3,2,24,9,1,0
2,1,3,2,24,9,0,0
2,2,3,2,24,9,1,0
2,2,3,2,24,9,0,0
2,3,3,2,24,9,1,0
2,3,3,2,24,9,0,0
1,1,3,2,24,10,1,0
1,1,3,2,24,10,0,0
1,2,3,2,24,10,1,0
1,2,3,2,24,10,0,0
1,3,3,2,24,10,1,0
1,3,3,2,24,10,0,0
2,1,3,2,24,10,1,0
2,1,3,2,24,10,0,0
2,2,3,2,24,10,1,0
2,2,3,2,24,10,0,0
2,3,3,2,24,10,1,0
2,3,3,2,24,10,0,0
1,1,3,2,25,1,1,0
1,1,3,2,25,1,0,-83.33333333333334
1,2,3,2,25,1,1,0
1,2,3,2,25,1,0,-83.33333333333334
1,3,3,2,25,1,1,0
1,3,3,2,25,1,0,-83.33333333333334
2,1,3,2,25,1,1,0
2,1,3,2,25,1,0,0
2,2,3,2,25,1,1,0
2,2,3,2,25,1,0,0
2,3,3,2,25,1,1,250.00000000000003
2,3,3,2,25,1,0,0
1,1,3,2,25,2,1,17.361111111111114
1,1,3,2,25,2,0,0
1,2,3,2,25,2,1,17.361111111111114
1,2,3,2,25,2,0,0
1,3,3,2,25,2,1,17.361111111111114
1,3,3,2,25,2,0,0
2,1,3,2,25,2,1,0
2,1,3,2,25,2,0,-69.44444444444446
2,2,3,2,25,2,1,0
2,2,3,2,25,2,0,0
2,3,3,2,25,2,1,17.361111111111114
2,3,3,2,25,2,0,0
1,1,3,2,25,3,1,0
1,1,3,2,25,3,0,0
1,2,3,2,25,3,1,0
1,2,3,2,25,3,0,0
1,3,3,2,25,3,1,0
1,3,3,2,25,3,0,0
2,1,3,2,25,3,1,0
2,1,3,2,25,3,0,0
2,2,3,2,25,3,1,0
2,2,3,2,25,3,0,0
2,3,3,2,25,3,1,0
2,3,3,2,25,3,0,0
1,1,3,2,25,4,1,20.390008498483425
1,1,3,2,25,4,0,0
1,2,3,2,25,4,1,20.390008498483425
1,2,3,2,25,4,0,0
1,3,3,2,25,4,1,20.390008498483425
1,3,3,2,25,4,0,0
2,1,3,2,25,4,1,20.390008498483425
2,1,3,2,25,4,0,0
2,2,3,2,25,4,1,0
2,2,3,2,25,4,0,-101.95004249241711
2,3,3,2,25,4,1,20.390008498483425
2,3,3,2,25,4,0,0
1,1,3,2,26,1,1,333.33333333333337
1,1,3,2,26,1,0,0
1,2,3,2,26,1,1,0
1,2,3,2,26,1,0,-83.33333333333334
1,3,3,2,26,1,1,0
1,3,3,2,26,1,0,-83.33333333333334
2,1,3,2,26,1,1,0
2,1,3,2,26,1,0,-83.33333333333334
2,2,3,2,26,1,1,0
2,2,3,2,26,1,0,-83.33333333333334
2,3,3,2,26,1,1,0
2,3,3,2,26,1,0,0
1,1,3,2,26,2,1,0
1,1,3,2,26,2,0,0
1,2,3,2,26,2,1,0
1,2,3,2,26,2,0,0
1,3,3,2,26,2,1,0
1,3,3,2,26,2,0,0
2,1,3,2,26,2,1,0
2,1,3,2,26,2,0,0
2,2,3,2,26,2,1,0
2,2,3,2,26,2,0,0
2,3,3,2,26,2,1,0
2,3,3,2,26,2,0,0
1,1,3,2,26,3,1,0
1,1,3,2,26,3,0,0
1,2,3,2,26,3,1,0
1,2,3,2,26,3,0,0
1,3,3,2,26,3,1,0
1,3,3,2,26,3,0,0
2,1,3,2,26,3,1,0
2,1,3,2,26,3,0,0
2,2,3,2,26,3,1,0
2,2,3,2,26,3,0,0
2,3,3,2,26,3,1,0
2,3,3,2,26,3,0,0
1,1,3,2,26,4,1,0
1,1,3,2,26,4,0,0
1,2,3,2,26,4,1,0
1,2,3,2,26,4,0,0
1,3,3,2,26,4,1,0
1,3,3,2,26,4,0,0
2,1,3,2,26,4,1,0
2,1,3,2,26,4,0,0
2,2,3,2,26,4,1,0
2,2,3,2,26,4,0,0
2,3,3,2,26,4,1,0
2,3,3,2,26,4,0,0
1,1,3,2,26,5,1,0
1,1,3,2,26,5,0,0
1,2,3,2,26,5,1,0
1,2,3,2,26,5,0,0
1,3,3,2,26,5,1,0
1,3,3,2,26,5,0,0
2,1,3,2,26,5,1,0
2,1,3,2,26,5,0,0
2,2,3,2,26,5,1,0
2,2,3,2,26,5,0,0
2,3,3,2,26,5,1,0
2,3,3,2,26,5,0,0
1,1,3,2,26,6,1,0
1,1,3,2,26,6,0,0
1,2,3,2,26,6,1,0
1,2,3,2,26,6,0,0
1,3,3,2,26,6,1,0
1,3,3,2,26,6,0,0
2,1,3,2,26,6,1,0
2,1,3,2,26,6,0,0
2,2,3,2,26,6,1,0
2,2,3,2,26,6,0,0
2,3,3,2,26,6,1,0
2,3,3,2,26,6,0,0
1,1,3,2,26,7,1,0
1,1,3,2,26,7,0,0
1,2,3,2,26,7,1,0
1,2,3,2,26,7,0,0
1,3,3,2,26,7,1,0
1,3,3,2,26,7,0,0
2,1,3,2,26,7,1,0
2,1,3,2,26,7,0,0
2,2,3,2,26,7,1,0
2,2,3,2,26,7,0,0
2,3,3,2,26,7,1,0
2,3,3,2,26,7,0,0
1,1,3,2,26,8,1,0
1,1,3,2,26,8,0,0
1,2,3,2,26,8,1,0
1,2,3,2,26,8,0,0
1,3,3,2,26,8,1,0
1,3,3,2,26,8,0,0
2,1,3,2,26,8,1,0
2,1,3,2,26,8,0,0
2,2,3,2,26,8,1,0
2,2,3,2,26,8,0,0
2,3,3,2,26,8,1,0
2,3,3,2,26,8,0,0
1,1,3,2,26,9,1,0
1,1,3,2,26,9,0,0
1,2,3,2,26,9,1,0
1,2,3,2,26,9,0,0
1,3,3,2,26,9,1,0
1,3,3,2,26,9,0,0
2,1,3,2,26,9,1,0
2,1,3,2,26,9,0,0
2,2,3,2,26,9,1,0
2,2,3,2,26,9,0,0
2,3,3,2,26,9,1,0
2,3,3,2,26,9,0,0
1,1,3,2,26,10,1,0
1,1,3,2,26,10,0,0
1,2,3,2,26,10,1,0
1,2,3,2,26,10,0,0
1,3,3,2,26,10,1,0
1,3,3,2,26,10,0,0
2,1,3,2,26,10,1,0
2,1,3,2,26,10,0,0
2,2,3,2,26,10,1,0
2,2,3,2,26,10,0,0
2,3,3,2,26,10,1,0
2,3,3,2,26,10,0,0
1,1,3,2,27,1,1,0
1,1,3,2,27,1,0,-83.33333333333334
1,2,3,2,27,1,1,333.33333333333337
1,2,3,2,27,1,0,0
1,3,3,2,27,1,1,0
1,3,3,2,27,1,0,-83.33333333333334
2,1,3,2,27,1,1,0
2,1,3,2,27,1,0,-83.33333333333334
2,2,3,2,27,1,1,0
2,2,3,2,27,1,0,-83.33333333333334
2,3,3,2,27,1,1,0
2,3,3,2,27,1,0,0
1,1,3,2,27,2,1,0
1,1,3,2,27,2,0,0
1,2,3,2,27,2,1,0
1,2,3,2,27,2,0,0
1,3,3,2,27,2,1,0
1,3,3,2,27,2,0,0
2,1,3,2,27,2,1,0
2,1,3,2,27,2,0,0
2,2,3,2,27,2,1,0
2,2,3,2,27,2,0,0
2,3,3,2,27,2,1,0
2,3,3,2,27,2,0,0
1,1,3,2,27,3,1,0
1,1,3,2,27,3,0,0
1,2,3,2,27,3,1,0
1,2,3,2,27,3,0,0
1,3,3,2,27,3,1,0
1,3,3,2,27,3,0,0
2,1,3,2,27,3,1,0
2,1,3,2,27,3,0,0
2,2,3,2,27,3,1,0
2,2,3,2,27,3,0,0
2,3,3,2,27,3,1,0
2,3,3,2,27,3,0,0
1,1,3,2,27,4,1,0
1,1,3,2,27,4,0,0
1,2,3,2,27,4,1,0
1,2,3,2,27,4,0,0
1,3,3,2,27,4,1,0
1,3,3,2,27,4,0,0
2,1,3,2,27,4,1,0
2,1,3,2,27,4,0,0
2,2,3,2,27,4,1,0
2,2,3,2,27,4,0,0
2,3,3,2,27,4,1,0
2,3,3,2,27,4,0,0
1,1,3,2,27,5,1,0
1,1,3,2,27,5,0,0
1,2,3,2,27,5,1,0
1,2,3,2,27,5,0,0
1,3,3,2,27,5,1,0
1,3,3,2,27,5,0,0
2,1,3,2,27,5,1,0
2,1,3,2,27,5,0,0
2,2,3,2,27,5,1,0
2,2,3,2,27,5,0,0
2,3,3,2,27,5,1,0
2,3,3,2,27,5,0,0
1,1,3,2,27,6,1,0
1,1,3,2,27,6,0,0
1,2,3,2,27,6,1,0
1,2,3,2,27,6,0,0
1,3,3,2,27,6,1,0
1,3,3,2,27,6,0,0
2,1,3,2,27,6,1,0
2,1,3,2,27,6,0,0
2,2,3,2,27,6,1,0
2,2,3,2,27,6,0,0
2,3,3,2,27,6,1,0
2,3,3,2,27,6,0,0
1,1,3,2,27,7,1,0
1,1,3,2,27,7,0,0
1,2,3,2,27,7,1,0
1,2,3,2,27,7,0,0
1,3,3,2,27,7,1,0
1,3,3,2,27,7,0,0
2,1,3,2,27,7,1,0
2,1,3,2,27,7,0,0
2,2,3,2,27,7,1,0
2,2,3,2,27,7,0,0
2,3,3,2,27,7,1,0
2,3,3,2,27,7,0,0
1,1,3,2,27,8,1,0
1,1,3,2,27,8,0,0
1,2,3,2,27,8,1,0
1,2,3,2,27,8,0,0
1,3,3,2,27,8,1,0
1,3,3,2,27,8,0,0
2,1,3,2,27,8,1,0
2,1,3,2,27,8,0,0
2,2,3,2,27,8,1,0
2,2,3,2,27,8,0,0
2,3,3,2,27,8,1,0
2,3,3,2,27,8,0,0
1,1,3,2,27,9,1,0
1,1,3,2,27,9,0,0
1,2,3,2,27,9,1,0
1,2,3,2,27,9,0,0
1,3,3,2,27,9,1,0
1,3,3,2,27,9,0,0
2,1,3,2,27,9,1,0
2,1,3,2,27,9,0,0
2,2,3,2,27,9,1,0
2,2,3,2,27,9,0,0
2,3,3,2,27,9,1,0
2,3,3,2,27,9,0,0
1,1,3,2,27,10,1,0
1,1,3,2,27,10,0,0
1,2,3,2,27,10,1,0
1,2,3,2,27,10,0,0
1,3,3,2,27,10,1,0
1,3,3,2,27,10,0,0
2,1,3,2,27,10,1,0
2,1,3,2,27,10,0,0
2,2,3,2,27,10,1,0
2,2,3,2,27,10,0,0
2,3,3,2,27,10,1,0
2,3,3,2,27,10,0,0
1,1,3,2,28,1,1,0
1,1,3,2,28,1,0,0
1,2,3,2,28,1,1,0
1,2,3,2,28,1,0,0
1,3,3,2,28,1,1,83.33333333333334
1,3,3,2,28,1,0,0
2,1,3,2,28,1,1,0
2,1,3,2,28,1,0,0
2,2,3,2,28,1,1,0
2,2,3,2,28,1,0,-83.33333333333334
2,3,3,2,28,1,1,0
2,3,3,2,28,1,0,0
1,1,3,2,28,2,1,0
1,1,3,2,28,2,0,0
1,2,3,2,28,2,1,0
1,2,3,2,28,2,0,-69.44444444444446
1,3,3,2,28,2,1,34.72222222222223
1,3,3,2,28,2,0,0
2,1,3,2,28,2,1,0
2,1,3,2,28,2,0,0
2,2,3,2,28,2,1,34.72222222222223
2,2,3,2,28,2,0,0
2,3,3,2,28,2,1,0
2,3,3,2,28,2,0,0
1,1,3,2,28,3,1,0
1,1,3,2,28,3,0,-57.870370370370374
1,2,3,2,28,3,1,19.290123456790123
1,2,3,2,28,3,0,0
1,3,3,2,28,3,1,19.290123456790123
1,3,3,2,28,3,0,0
2,1,3,2,28,3,1,0
2,1,3,2,28,3,0,0
2,2,3,2,28,3,1,19.290123456790123
2,2,3,2,28,3,0,0
2,3,3,2,28,3,1,0
2,3,3,2,28,3,0,0
1,1,3,2,28,4,1,0
1,1,3,2,28,4,0,0
1,2,3,2,28,4,1,0
1,2,3,2,28,4,0,0
1,3,3,2,28,4,1,0
1,3,3,2,28,4,0,0
2,1,3,2,28,4,1,0
2,1,3,2,28,4,0,0
2,2,3,2,28,4,1,0
2,2,3,2,28,4,0,0
2,3,3,2,28,4,1,0
2,3,3,2,28,4,0,0
1,1,3,2,28,5,1,10.046939300411523
1,1,3,2,28,5,0,0
1,2,3,2,28,5,1,10.046939300411523
1,2,3,2,28,5,0,0
1,3,3,2,28,5,1,10.046939300411523
1,3,3,2,28,5,0,0
2,1,3,2,28,5,1,0
2,1,3,2,28,5,0,-40.18775720164609
2,2,3,2,28,5,1,10.046939300411523
2,2,3,2,28,5,0,0
2,3,3,2,28,5,1,0
2,3,3,2,28,5,0,0
1,1,3,2,28,6,1,0
1,1,3,2,28,6,0,0
1,2,3,2,28,6,1,0
1,2,3,2,28,6,0,0
1,3,3,2,28,6,1,0
1,3,3,2,28,6,0,0
2,1,3,2,28,6,1,0
2,1,3,2,28,6,0,0
2,2,3,2,28,6,1,0
2,2,3,2,28,6,0,0
2,3,3,2,28,6,1,0
2,3,3,2,28,6,0,0
1,1,3,2,28,7,1,0
1,1,3,2,28,7,0,0
1,2,3,2,28,7,1,0
1,2,3,2,28,7,0,0
1,3,3,2,28,7,1,0
1,3,3,2,28,7,0,0
2,1,3,2,28,7,1,0
2,1,3,2,28,7,0,0
2,2,3,2,28,7,1,0
2,2,3,2,28,7,0,0
2,3,3,2,28,7,1,0
2,3,3,2,28,7,0,0
1,1,3,2,28,8,1,0
1,1,3,2,28,8,0,0
1,2,3,2,28,8,1,0
1,2,3,2,28,8,0,0
1,3,3,2,28,8,1,0
1,3,3,2,28,8,0,0
2,1,3,2,28,8,1,0
2,1,3,2,28,8,0,0
2,2,3,2,28,8,1,0
2,2,3,2,28,8,0,0
2,3,3,2,28,8,1,0
2,3,3,2,28,8,0,0
1,1,3,2,28,9,1,0
1,1,3,2,28,9,0,0
1,2,3,2,28,9,1,0
1,2,3,2,28,9,0,0
1,3,3,2,28,9,1,0
1,3,3,2,28,9,0,0
2,1,3,2,28,9,1,0
2,1,3,2,28,9,0,0
2,2,3,2,28,9,1,0
2,2,3,2,28,9,0,0
2,3,3,2,28,9,1,0
2,3,3,2,28,9,0,0
1,1,3,2,28,10,1,0
1,1,3,2,28,10,0,0
1,2,3,2,28,10,1,0
1,2,3,2,28,10,0,0
1,3,3,2,28,10,1,0
1,3,3,2,28,10,0,0
2,1,3,2,28,10,1,0
2,1,3,2,28,10,0,0
2,2,3,2,28,10,1,0
2,2,3,2,28,10,0,0
2,3,3,2,28,10,1,0
2,3,3,2,28,10,0,0
1,1,3,2,29,1,1,0
1,1,3,2,29,1,0,-83.33333333333334
1,2,3,2,29,1,1,0
1,2,3,2,29,1,0,-83.33333333333334
1,3,3,2,29,1,1,0
1,3,3,2,29,1,0,-83.33333333333334
2,1,3,2,29,1,1,333.33333333333337
2,1,3,2,29,1,0,0
2,2,3,2,29,1,1,0
2,2,3,2,29,1,0,-83.33333333333334
2,3,3,2,29,1,1,0
2,3,3,2,29,1,0,0
1,1,3,2,29,2,1,0
1,1,3,2,29,2,0,0
1,2,3,2,29,2,1,0
1,2,3,2,29,2,0,0
1,3,3,2,29,2,1,0
1,3,3,2,29,2,0,0
2,1,3,2,29,2,1,0
2,1,3,2,29,2,0,0
2,2,3,2,29,2,1,0
2,2,3,2,29,2,0,0
2,3,3,2,29,2,1,0
2,3,3,2,29,2,0,0
1,1,3,2,29,3,1,0
1,1,3,2,29,3,0,0
1,2,3,2,29,3,1,0
1,2,3,2,29,3,0,0
1,3,3,2,29,3,1,0
1,3,3,2,29,3,0,0
2,1,3,2,29,3,1,0
2,1,3,2,29,3,0,0
2,2,3,2,29,3,1,0
2,2,3,2,29,3,0,0
2,3,3,2,29,3,1,0
2,3,3,2,29,3,0,0
1,1,3,2,29,4,1,0
1,1,3,2,29,4,0,0
1,2,3,2,29,4,1,0
1,2,3,2,29,4,0,0
1,3,3,2,29,4,1,0
1,3,3,2,29,4,0,0
2,1,3,2,29,4,1,0
2,1,3,2,29,4,0,0
2,2,3,2,29,4,1,0
2,2,3,2,29,4,0,0
2,3,3,2,29,4,1,0
2,3,3,2,29,4,0,0
1,1,3,2,29,5,1,0
1,1,3,2,29,5,0,0
1,2,3,2,29,5,1,0
1,2,3,2,29,5,0,0
1,3,3,2,29,5,1,0
1,3,3,2,29,5,0,0
2,1,3,2,29,5,1,0
2,1,3,2,29,5,0,0
2,2,3,2,29,5,1,0
2,2,3,2,29,5,0,0
2,3,3,2,29,5,1,0
2,3,3,2,29,5,0,0
1,1,3,2,29,6,1,0
1,1,3,2,29,6,0,0
1,2,3,2,29,6,1,0
1,2,3,2,29,6,0,0
1,3,3,2,29,6,1,0
1,3,3,2,29,6,0,0
2,1,3,2,29,6,1,0
2,1,3,2,29,6,0,0
2,2,3,2,29,6,1,0
2,2,3,2,29,6,0,0
2,3,3,2,29,6,1,0
2,3,3,2,29,6,0,0
1,1,3,2,29,7,1,11.799773436622353
1,1,3,2,29,7,0,0
1,2,3,2,29,7,1,11.799773436622353
1,2,3,2,29,7,0,0
1,3,3,2,29,7,1,11.799773436622353
1,3,3,2,29,7,0,0
2,1,3,2,29,7,1,11.799773436622353
2,1,3,2,29,7,0,0
2,2,3,2,29,7,1,11.799773436622353
2,2,3,2,29,7,0,0
2,3,3,2,29,7,1,0
2,3,3,2,29,7,0,-58.998867183111756
1,1,3,2,30,1,1,0
1,1,3,2,30,1,0,-83.33333333333334
1,2,3,2,30,1,1,0
1,2,3,2,30,1,0,0
1,3,3,2,30,1,1,0
1,3,3,2,30,1,0,-83.33333333333334
2,1,3,2,30,1,1,0
2,1,3,2,30,1,0,0
2,2,3,2,30,1,1,166.66666666666669
2,2,3,2,30,1,0,0
2,3,3,2,30,1,1,0
2,3,3,2,30,1,0,0
1,1,3,2,30,2,1,46.296296296296305
1,1,3,2,30,2,0,0
1,2,3,2,30,2,1,0
1,2,3,2,30,2,0,-69.44444444444446
1,3,3,2,30,2,1,46.296296296296305
1,3,3,2,30,2,0,0
2,1,3,2,30,2,1,0
2,1,3,2,30,2,0,-69.44444444444446
2,2,3,2,30,2,1,46.296296296296305
2,2,3,2,30,2,0,0
2,3,3,2,30,2,1,0
2,3,3,2,30,2,0,0
1,1,3,2,30,3,1,0
1,1,3,2,30,3,0,0
1,2,3,2,30,3,1,0
1,2,3,2,30,3,0,0
1,3,3,2,30,3,1,0
1,3,3,2,30,3,0,0
2,1,3,2,30,3,1,0
2,1,3,2,30,3,0,0
2,2,3,2,30,3,1,0
2,2,3,2,30,3,0,0
2,3,3,2,30,3,1,0
2,3,3,2,30,3,0,0
1,1,3,2,30,4,1,0
1,1,3,2,30,4,0,0
1,2,3,2,30,4,1,0
1,2,3,2,30,4,0,0
1,3,3,2,30,4,1,0
1,3,3,2,30,4,0,0
2,1,3,2,30,4,1,0
2,1,3,2,30,4,0,0
2,2,3,2,30,4,1,0
2,2,3,2,30,4,0,0
2,3,3,2,30,4,1,0
2,3,3,2,30,4,0,0
1,1,3,2,30,5,1,0
1,1,3,2,30,5,0,0
1,2,3,2,30,5,1,0
1,2,3,2,30,5,0,0
1,3,3,2,30,5,1,0
1,3,3,2,30,5,0,0
2,1,3,2,30,5,1,0
2,1,3,2,30,5,0,0
2,2,3,2,30,5,1,0
2,2,3,2,30,5,0,0
2,3,3,2,30,5,1,0
2,3,3,2,30,5,0,0
1,1,3,2,30,6,1,0
1,1,3,2,30,6,0,0
1,2,3,2,30,6,1,0
1,2,3,2,30,6,0,0
1,3,3,2,30,6,1,0
1,3,3,2,30,6,0,0
2,1,3,2,30,6,1,0
2,1,3,2,30,6,0,0
2,2,3,2,30,6,1,0
2,2,3,2,30,6,0,0
2,3,3,2,30,6,1,0
2,3,3,2,30,6,0,0
1,1,3,2,30,7,1,0
1,1,3,2,30,7,0,0
1,2,3,2,30,7,1,0
1,2,3,2,30,7,0,0
1,3,3,2,30,7,1,0
1,3,3,2,30,7,0,0
2,1,3,2,30,7,1,0
2,1,3,2,30,7,0,0
2,2,3,2,30,7,1,0
2,2,3,2,30,7,0,0
2,3,3,2,30,7,1,0
2,3,3,2,30,7,0,0
1,1,3,2,30,8,1,0
1,1,3,2,30,8,0,0
1,2,3,2,30,8,1,0
1,2,3,2,30,8,0,0
1,3,3,2,30,8,1,0
1,3,3,2,30,8,0,0
2,1,3,2,30,8,1,0
2,1,3,2,30,8,0,0
2,2,3,2,30,8,1,0
2,2,3,2,30,8,0,0
2,3,3,2,30,8,1,0
2,3,3,2,30,8,0,0
1,1,3,2,30,9,1,0
1,1,3,2,30,9,0,0
1,2,3,2,30,9,1,0
1,2,3,2,30,9,0,0
1,3,3,2,30,9,1,0
1,3,3,2,30,9,0,0
2,1,3,2,30,9,1,0
2,1,3,2,30,9,0,0
2,2,3,2,30,9,1,0
2,2,3,2,30,9,0,0
2,3,3,2,30,9,1,0
2,3,3,2,30,9,0,0
1,1,3,2,30,10,1,0
1,1,3,2,30,10,0,0
1,2,3,2,30,10,1,0
1,2,3,2,30,10,0,0
1,3,3,2,30,10,1,0
1,3,3,2,30,10,0,0
2,1,3,2,30,10,1,0
2,1,3,2,30,10,0,0
2,2,3,2,30,10,1,0
2,2,3,2,30,10,0,0
2,3,3,2,30,10,1,0
2,3,3,2,30,10,0,0
1,1,4,2,-4,1,1,0
1,1,4,2,-4,1,0,0
1,2,4,2,-4,1,1,0
1,2,4,2,-4,1,0,0
1,3,4,2,-4,1,1,0
1,3,4,2,-4,1,0,0
2,1,4,2,-4,1,1,0
2,1,4,2,-4,1,0,0
2,2,4,2,-4,1,1,0
2,2,4,2,-4,1,0,0
2,3,4,2,-4,1,1,0
2,3,4,2,-4,1,0,0
1,1,4,2,-4,2,1,0
1,1,4,2,-4,2,0,0
1,2,4,2,-4,2,1,0
1,2,4,2,-4,2,0,0
1,3,4,2,-4,2,1,0
1,3,4,2,-4,2,0,0
2,1,4,2,-4,2,1,0
2,1,4,2,-4,2,0,0
2,2,4,2,-4,2,1,0
2,2,4,2,-4,2,0,0
2,3,4,2,-4,2,1,0
2,3,4,2,-4,2,0,0
1,1,4,2,-4,3,1,0
1,1,4,2,-4,3,0,0
1,2,4,2,-4,3,1,0
1,2,4,2,-4,3,0,0
1,3,4,2,-4,3,1,0
1,3,4,2,-4,3,0,0
2,1,4,2,-4,3,1,0
2,1,4,2,-4,3,0,0
2,2,4,2,-4,3,1,0
2,2,4,2,-4,3,0,0
2,3,4,2,-4,3,1,0
2,3,4,2,-4,3,0,0
1,1,4,2,-4,4,1,0
1,1,4,2,-4,4,0,0
1,2,4,2,-4,4,1,0
1,2,4,2,-4,4,0,0
1,3,4,2,-4,4,1,0
1,3,4,2,-4,4,0,0
2,1,4,2,-4,4,1,0
2,1,4,2,-4,4,0,0
2,2,4,2,-4,4,1,0
2,2,4,2,-4,4,0,0
2,3,4,2,-4,4,1,0
2,3,4,2,-4,4,0,0
1,1,4,2,-4,5,1,0
1,1,4,2,-4,5,0,0
1,2,4,2,-4,5,1,0
1,2,4,2,-4,5,0,0
1,3,4,2,-4,5,1,0
1,3,4,2,-4,5,0,0
2,1,4,2,-4,5,1,0
2,1,4,2,-4,5,0,0
2,2,4,2,-4,5,1,0
2,2,4,2,-4,5,0,0
2,3,4,2,-4,5,1,0
2,3,4,2,-4,5,0,0
1,1,4,2,-4,6,1,0
1,1,4,2,-4,6,0,0
1,2,4,2,-4,6,1,0
1,2,4,2,-4,6,0,0
1,3,4,2,-4,6,1,0
1,3,4,2,-4,6,0,0
2,1,4,2,-4,6,1,0
2,1,4,2,-4,6,0,0
2,2,4,2,-4,6,1,0
2,2,4,2,-4,6,0,0
2,3,4,2,-4,6,1,0
2,3,4,2,-4,6,0,0
1,1,4,2,-4,7,1,0
1,1,4,2,-4,7,0,0
1,2,4,2,-4,7,1,0
1,2,4,2,-4,7,0,0
1,3,4,2,-4,7,1,0
1,3,4,2,-4,7,0,0
2,1,4,2,-4,7,1,0
2,1,4,2,-4,7,0,0
