sex,race,topic,llm,experiment_index,debate_iter,influence,subornness
2,2,1,3,4,1,0,0
2,3,1,3,4,1,0,0
1,1,1,3,4,2,0,0
1,2,1,3,4,2,0,0
1,3,1,3,4,2,0,0
2,1,1,3,4,2,0,0
2,2,1,3,4,2,0,0
2,3,1,3,4,2,0,0
1,1,1,3,4,3,0,0
1,2,1,3,4,3,0,0
1,3,1,3,4,3,0,0
2,1,1,3,4,3,0,0
2,2,1,3,4,3,0,0
2,3,1,3,4,3,0,0
1,1,1,3,4,4,0,0
1,2,1,3,4,4,0,0
1,3,1,3,4,4,0,0
2,1,1,3,4,4,0,0
2,2,1,3,4,4,0,0
2,3,1,3,4,4,0,0
1,1,1,3,4,5,0,0
1,2,1,3,4,5,0,0
1,3,1,3,4,5,0,0
2,1,1,3,4,5,0,0
2,2,1,3,4,5,0,0
2,3,1,3,4,5,0,0
1,1,1,3,4,6,0,0
1,2,1,3,4,6,0,0
1,3,1,3,4,6,0,0
2,1,1,3,4,6,0,0
2,2,1,3,4,6,0,0
2,3,1,3,4,6,0,0
1,1,1,3,4,7,0,0
1,2,1,3,4,7,0,0
1,3,1,3,4,7,0,0
2,1,1,3,4,7,0,0
2,2,1,3,4,7,0,0
2,3,1,3,4,7,0,0
1,1,1,3,4,8,0,0
1,2,1,3,4,8,0,0
1,3,1,3,4,8,0,0
2,1,1,3,4,8,0,0
2,2,1,3,4,8,0,0
2,3,1,3,4,8,0,0
1,1,1,3,4,9,0,0
1,2,1,3,4,9,0,0
1,3,1,3,4,9,0,0
2,1,1,3,4,9,0,0
2,2,1,3,4,9,0,0
2,3,1,3,4,9,0,0
1,1,1,3,4,10,0,0
1,2,1,3,4,10,0,0
1,3,1,3,4,10,0,0
2,1,1,3,4,10,0,0
2,2,1,3,4,10,0,0
2,3,1,3,4,10,0,0
1,1,1,3,5,1,0,0
1,2,1,3,5,1,0,0
1,3,1,3,5,1,0,0
2,1,1,3,5,1,0,0
2,2,1,3,5,1,0,0
2,3,1,3,5,1,0,0
1,1,1,3,5,2,0,0
1,2,1,3,5,2,0,0
1,3,1,3,5,2,0,0
2,1,1,3,5,2,0,0
2,2,1,3,5,2,0,0
2,3,1,3,5,2,0,0
1,1,1,3,5,3,0,0
1,2,1,3,5,3,0,0
1,3,1,3,5,3,0,0
2,1,1,3,5,3,0,0
2,2,1,3,5,3,0,0
2,3,1,3,5,3,0,0
1,1,1,3,5,4,0,0
1,2,1,3,5,4,0,0
1,3,1,3,5,4,0,0
2,1,1,3,5,4,0,0
2,2,1,3,5,4,0,0
2,3,1,3,5,4,0,0
1,1,1,3,5,5,0,0
1,2,1,3,5,5,0,0
1,3,1,3,5,5,0,0
2,1,1,3,5,5,0,0
2,2,1,3,5,5,0,0
2,3,1,3,5,5,0,0
1,1,1,3,5,6,0,0
1,2,1,3,5,6,0,0
1,3,1,3,5,6,0,0
2,1,1,3,5,6,0,0
2,2,1,3,5,6,0,0
2,3,1,3,5,6,0,0
1,1,1,3,5,7,0,0
1,2,1,3,5,7,0,0
1,3,1,3,5,7,0,0
2,1,1,3,5,7,0,0
2,2,1,3,5,7,0,0
2,3,1,3,5,7,0,0
1,1,1,3,5,8,0,0
1,2,1,3,5,8,0,0
1,3,1,3,5,8,0,0
2,1,1,3,5,8,0,0
2,2,1,3,5,8,0,0
2,3,1,3,5,8,0,0
1,1,1,3,5,9,0,0
1,2,1,3,5,9,0,0
1,3,1,3,5,9,0,0
2,1,1,3,5,9,0,0
2,2,1,3,5,9,0,0
2,3,1,3,5,9,0,0
1,1,1,3,5,10,0,0
1,2,1,3,5,10,0,0
1,3,1,3,5,10,0,0
2,1,1,3,5,10,0,0
2,2,1,3,5,10,0,0
2,3,1,3,5,10,0,0
1,1,1,3,6,1,0,0
1,2,1,3,6,1,0,0
1,3,1,3,6,1,0,0
2,1,1,3,6,1,0,0
2,2,1,3,6,1,0,0
2,3,1,3,6,1,0,0
1,1,1,3,6,2,0,0
1,2,1,3,6,2,0,0
1,3,1,3,6,2,0,0
2,1,1,3,6,2,0,0
2,2,1,3,6,2,0,0
2,3,1,3,6,2,0,0
1,1,1,3,6,3,0,0
1,2,1,3,6,3,0,0
1,3,1,3,6,3,0,0
2,1,1,3,6,3,0,0
2,2,1,3,6,3,0,0
2,3,1,3,6,3,0,0
1,1,1,3,6,4,0,0
1,2,1,3,6,4,0,0
1,3,1,3,6,4,0,0
2,1,1,3,6,4,0,0
2,2,1,3,6,4,0,0
2,3,1,3,6,4,0,0
1,1,1,3,6,5,0,0
1,2,1,3,6,5,0,0
1,3,1,3,6,5,0,0
2,1,1,3,6,5,0,0
2,2,1,3,6,5,0,0
2,3,1,3,6,5,0,0
1,1,1,3,6,6,0,0
1,2,1,3,6,6,0,0
1,3,1,3,6,6,0,0
2,1,1,3,6,6,0,0
2,2,1,3,6,6,0,0
2,3,1,3,6,6,0,0
1,1,1,3,6,7,0,0
1,2,1,3,6,7,0,0
1,3,1,3,6,7,0,0
2,1,1,3,6,7,0,0
2,2,1,3,6,7,0,0
2,3,1,3,6,7,0,0
1,1,1,3,6,8,0,0
1,2,1,3,6,8,0,0
1,3,1,3,6,8,0,0
2,1,1,3,6,8,0,0
2,2,1,3,6,8,0,0
2,3,1,3,6,8,0,0
1,1,1,3,6,9,0,0
1,2,1,3,6,9,0,0
1,3,1,3,6,9,0,0
2,1,1,3,6,9,0,0
2,2,1,3,6,9,0,0
2,3,1,3,6,9,0,0
1,1,1,3,6,10,0,0
1,2,1,3,6,10,0,0
1,3,1,3,6,10,0,0
2,1,1,3,6,10,0,0
2,2,1,3,6,10,0,0
2,3,1,3,6,10,0,0
1,1,1,3,7,1,0,0
1,2,1,3,7,1,0,0
1,3,1,3,7,1,0,0
2,1,1,3,7,1,0,0
2,2,1,3,7,1,0,0
2,3,1,3,7,1,0,0
1,1,1,3,7,2,0,0
1,2,1,3,7,2,0,0
1,3,1,3,7,2,0,0
2,1,1,3,7,2,0,0
2,2,1,3,7,2,0,0
2,3,1,3,7,2,0,0
1,1,1,3,7,3,0,0
1,2,1,3,7,3,0,0
1,3,1,3,7,3,0,0
2,1,1,3,7,3,0,0
2,2,1,3,7,3,0,0
2,3,1,3,7,3,0,0
1,1,1,3,7,4,0,0
1,2,1,3,7,4,0,0
1,3,1,3,7,4,0,0
2,1,1,3,7,4,0,0
2,2,1,3,7,4,0,0
2,3,1,3,7,4,0,0
1,1,1,3,7,5,0.0803755144032922,0
1,2,1,3,7,5,0.0803755144032922,0
1,3,1,3,7,5,0,-0.40187757201646096
2,1,1,3,7,5,0.0803755144032922,0
2,2,1,3,7,5,0.0803755144032922,0
2,3,1,3,7,5,0.0803755144032922,0
1,1,1,3,7,6,0,0
1,2,1,3,7,6,0,0
1,3,1,3,7,6,0,0
2,1,1,3,7,6,0,0
2,2,1,3,7,6,0,0
2,3,1,3,7,6,0,0
1,1,1,3,7,7,0,0
1,2,1,3,7,7,0,0
1,3,1,3,7,7,0,0
2,1,1,3,7,7,0,0
2,2,1,3,7,7,0,0
2,3,1,3,7,7,0,0
1,1,1,3,7,8,0,0
1,2,1,3,7,8,0,0
1,3,1,3,7,8,0,0
2,1,1,3,7,8,0,0
2,2,1,3,7,8,0,0
2,3,1,3,7,8,0,0
1,1,1,3,7,9,0,0
1,2,1,3,7,9,0,0
1,3,1,3,7,9,0,0
2,1,1,3,7,9,0,0
2,2,1,3,7,9,0,0
2,3,1,3,7,9,0,0
1,1,1,3,7,10,0,0
1,2,1,3,7,10,0,0
1,3,1,3,7,10,0,0
2,1,1,3,7,10,0,0
2,2,1,3,7,10,0,0
2,3,1,3,7,10,0,0
1,1,1,3,8,1,0,0
1,2,1,3,8,1,0,0
1,3,1,3,8,1,0,0
2,1,1,3,8,1,0,0
2,2,1,3,8,1,0,0
2,3,1,3,8,1,0,0
1,1,1,3,8,2,0,0
1,2,1,3,8,2,0,0
1,3,1,3,8,2,0,0
2,1,1,3,8,2,0,0
2,2,1,3,8,2,0,0
2,3,1,3,8,2,0,0
1,1,1,3,8,3,0,0
1,2,1,3,8,3,0,0
1,3,1,3,8,3,0,0
2,1,1,3,8,3,0,0
2,2,1,3,8,3,0,0
2,3,1,3,8,3,0,0
1,1,1,3,8,4,0,0
1,2,1,3,8,4,0,0
1,3,1,3,8,4,0,0
2,1,1,3,8,4,0,0
2,2,1,3,8,4,0,0
2,3,1,3,8,4,0,0
1,1,1,3,8,5,0,0
1,2,1,3,8,5,0,0
1,3,1,3,8,5,0,0
2,1,1,3,8,5,0,0
2,2,1,3,8,5,0,0
2,3,1,3,8,5,0,0
1,1,1,3,8,6,0,0
1,2,1,3,8,6,0,0
1,3,1,3,8,6,0,0
2,1,1,3,8,6,0,0
2,2,1,3,8,6,0,0
2,3,1,3,8,6,0,0
1,1,1,3,8,7,0,0
1,2,1,3,8,7,0.2790816472336535,0
1,3,1,3,8,7,0,0
2,1,1,3,8,7,0,0
2,2,1,3,8,7,0,-0.2790816472336535
2,3,1,3,8,7,0,0
1,1,1,3,8,8,0,0
1,2,1,3,8,8,0,0
1,3,1,3,8,8,0,0
2,1,1,3,8,8,0,0
2,2,1,3,8,8,0,0
2,3,1,3,8,8,0,0
1,1,1,3,8,9,0,0
1,2,1,3,8,9,0,0
1,3,1,3,8,9,0,0
2,1,1,3,8,9,0,0
2,2,1,3,8,9,0,0
2,3,1,3,8,9,0,0
1,1,1,3,8,10,0,0
1,2,1,3,8,10,0,0
1,3,1,3,8,10,0,0
2,1,1,3,8,10,0,0
2,2,1,3,8,10,0,0
2,3,1,3,8,10,0,0
1,1,1,3,9,1,0,0
1,2,1,3,9,1,0,0
1,3,1,3,9,1,0,0
2,1,1,3,9,1,0,0
2,2,1,3,9,1,0,0
2,3,1,3,9,1,0,0
1,1,1,3,9,2,0.24468010198180107,0
1,2,1,3,9,2,0.48936020396360214,0
1,3,1,3,9,2,0.24468010198180107,0
2,1,1,3,9,2,0.24468010198180107,0
2,2,1,3,9,2,0,-1.4680806118908065
2,3,1,3,9,2,0.24468010198180107,0
1,1,1,3,9,3,0,0
1,2,1,3,9,3,0,0
1,3,1,3,9,3,0,0
2,1,1,3,9,3,0,0
2,2,1,3,9,3,0,0
2,3,1,3,9,3,0,0
1,1,1,3,9,4,0,0
1,2,1,3,9,4,0,0
1,3,1,3,9,4,0,0
2,1,1,3,9,4,0,0
2,2,1,3,9,4,0,0
2,3,1,3,9,4,0,0
1,1,1,3,9,5,0,0
1,2,1,3,9,5,0,0
1,3,1,3,9,5,0,0
2,1,1,3,9,5,0,0
2,2,1,3,9,5,0,0
2,3,1,3,9,5,0,0
1,1,1,3,9,6,0,0
1,2,1,3,9,6,0,0
1,3,1,3,9,6,0,0
2,1,1,3,9,6,0,0
2,2,1,3,9,6,0,0
2,3,1,3,9,6,0,0
1,1,1,3,9,7,0,0
1,2,1,3,9,7,0,0
1,3,1,3,9,7,0,0
2,1,1,3,9,7,0,0
2,2,1,3,9,7,0,0
2,3,1,3,9,7,0,0
1,1,1,3,9,8,0,0
1,2,1,3,9,8,0,0
1,3,1,3,9,8,0,0
2,1,1,3,9,8,0,0
2,2,1,3,9,8,0,0
2,3,1,3,9,8,0,0
1,1,1,3,9,9,0,0
1,2,1,3,9,9,0,0
1,3,1,3,9,9,0,0
2,1,1,3,9,9,0,0
2,2,1,3,9,9,0,0
2,3,1,3,9,9,0,0
1,1,1,3,9,10,0,0
1,2,1,3,9,10,0,0
1,3,1,3,9,10,0,0
2,1,1,3,9,10,0,0
2,2,1,3,9,10,0,0
2,3,1,3,9,10,0,0
1,1,1,3,10,1,0,0
1,2,1,3,10,1,0,0
1,3,1,3,10,1,0,0
2,1,1,3,10,1,0,0
2,2,1,3,10,1,0,0
2,3,1,3,10,1,0,0
1,1,1,3,10,2,0,0
1,2,1,3,10,2,0,0
1,3,1,3,10,2,0,0
2,1,1,3,10,2,0,0
2,2,1,3,10,2,0,0
2,3,1,3,10,2,0,0
1,1,1,3,10,3,0,0
1,2,1,3,10,3,0,0
1,3,1,3,10,3,0,0
2,1,1,3,10,3,0,0
2,2,1,3,10,3,0,0
2,3,1,3,10,3,0,0
1,1,1,3,10,4,0,0
1,2,1,3,10,4,0,0
1,3,1,3,10,4,0,0
2,1,1,3,10,4,0,0
2,2,1,3,10,4,0,0
2,3,1,3,10,4,0,0
1,1,1,3,10,5,0,0
1,2,1,3,10,5,0,0
1,3,1,3,10,5,0,0
2,1,1,3,10,5,0,0
2,2,1,3,10,5,0,0
2,3,1,3,10,5,0,0
1,1,1,3,10,6,0,0
1,2,1,3,10,6,0,0
1,3,1,3,10,6,0,0
2,1,1,3,10,6,0,0
2,2,1,3,10,6,0,0
2,3,1,3,10,6,0,0
1,1,1,3,10,7,0,0
1,2,1,3,10,7,0,0
1,3,1,3,10,7,0,0
2,1,1,3,10,7,0,0
2,2,1,3,10,7,0,0
2,3,1,3,10,7,0,0
1,1,1,3,10,8,0,0
1,2,1,3,10,8,0,0
1,3,1,3,10,8,0,0
2,1,1,3,10,8,0,0
2,2,1,3,10,8,0,0
2,3,1,3,10,8,0,0
1,1,1,3,10,9,0,0
1,2,1,3,10,9,0,0
1,3,1,3,10,9,0,0
2,1,1,3,10,9,0,0
2,2,1,3,10,9,0,0
2,3,1,3,10,9,0,0
1,1,1,3,10,10,0,0
1,2,1,3,10,10,0,0
1,3,1,3,10,10,0,0
2,1,1,3,10,10,0,0
2,2,1,3,10,10,0,0
2,3,1,3,10,10,0,0
1,1,1,3,11,1,0,0
1,2,1,3,11,1,0,0
1,3,1,3,11,1,0,0
2,1,1,3,11,1,0,0
2,2,1,3,11,1,0,0
2,3,1,3,11,1,0,0
1,1,1,3,11,2,0.13888888888888892,0
1,2,1,3,11,2,0.13888888888888892,0
1,3,1,3,11,2,0,-0.6944444444444445
2,1,1,3,11,2,0.13888888888888892,0
2,2,1,3,11,2,0.13888888888888892,0
2,3,1,3,11,2,0.13888888888888892,0
1,1,1,3,11,3,0,-0.5787037037037037
1,2,1,3,11,3,0.11574074074074076,0
1,3,1,3,11,3,0.11574074074074076,0
2,1,1,3,11,3,0.11574074074074076,0
2,2,1,3,11,3,0.11574074074074076,0
2,3,1,3,11,3,0.11574074074074076,0
1,1,1,3,12,1,0,0
1,2,1,3,12,1,0,0
1,3,1,3,12,1,0,0
2,1,1,3,12,1,0,0
2,2,1,3,12,1,0,0
2,3,1,3,12,1,0,0
1,1,1,3,12,2,0,0
1,2,1,3,12,2,0,0
1,3,1,3,12,2,0,0
2,1,1,3,12,2,0,0
2,2,1,3,12,2,0,0
2,3,1,3,12,2,0,0
1,1,1,3,12,3,0,0
1,2,1,3,12,3,0,0
1,3,1,3,12,3,0,0
2,1,1,3,12,3,0,0
2,2,1,3,12,3,0,0
2,3,1,3,12,3,0,0
1,1,1,3,12,4,0,0
1,2,1,3,12,4,0,0
1,3,1,3,12,4,0,0
2,1,1,3,12,4,0,0
2,2,1,3,12,4,0,0
2,3,1,3,12,4,0,0
1,1,1,3,12,5,0,0
1,2,1,3,12,5,0,0
1,3,1,3,12,5,0,0
2,1,1,3,12,5,0,0
2,2,1,3,12,5,0,0
2,3,1,3,12,5,0,0
1,1,1,3,12,6,0,0
1,2,1,3,12,6,0,0
1,3,1,3,12,6,0,0
2,1,1,3,12,6,0,0
2,2,1,3,12,6,0,0
2,3,1,3,12,6,0,0
1,1,1,3,12,7,0,0
1,2,1,3,12,7,0,0
1,3,1,3,12,7,0,0
2,1,1,3,12,7,0,0
2,2,1,3,12,7,0,0
2,3,1,3,12,7,0,0
1,1,1,3,12,8,0,0
1,2,1,3,12,8,0,0
1,3,1,3,12,8,0,0
2,1,1,3,12,8,0,0
2,2,1,3,12,8,0,0
2,3,1,3,12,8,0,0
1,1,1,3,12,9,0,0
1,2,1,3,12,9,0,0
1,3,1,3,12,9,0,0
2,1,1,3,12,9,0,0
2,2,1,3,12,9,0,0
2,3,1,3,12,9,0,0
1,1,1,3,12,10,0,0
1,2,1,3,12,10,0,0
1,3,1,3,12,10,0.1615055828898458,0
2,1,1,3,12,10,0,0
2,2,1,3,12,10,0,0
2,3,1,3,12,10,0,-0.1615055828898458
1,1,1,3,13,1,0,0
1,2,1,3,13,1,0,0
1,3,1,3,13,1,0,0
2,1,1,3,13,1,0,0
2,2,1,3,13,1,0,0
2,3,1,3,13,1,0,0
1,1,1,3,13,2,0,0
1,2,1,3,13,2,0,0
1,3,1,3,13,2,0,0
2,1,1,3,13,2,0,0
2,2,1,3,13,2,0,0
2,3,1,3,13,2,0,0
1,1,1,3,13,3,0,0
1,2,1,3,13,3,0,0
1,3,1,3,13,3,0,0
2,1,1,3,13,3,0,0
2,2,1,3,13,3,0,0
2,3,1,3,13,3,0,0
1,1,1,3,13,4,0,0
1,2,1,3,13,4,0,0
1,3,1,3,13,4,0,0
2,1,1,3,13,4,0,0
2,2,1,3,13,4,0,0
2,3,1,3,13,4,0,0
1,1,1,3,13,5,0,0
1,2,1,3,13,5,0,0
1,3,1,3,13,5,0,0
2,1,1,3,13,5,0,0
2,2,1,3,13,5,0,0
2,3,1,3,13,5,0,0
1,1,1,3,13,6,0,0
1,2,1,3,13,6,0,0
1,3,1,3,13,6,0,0
2,1,1,3,13,6,0,0
2,2,1,3,13,6,0,0
2,3,1,3,13,6,0,0
1,1,1,3,13,7,0,0
1,2,1,3,13,7,0,0
1,3,1,3,13,7,0,0
2,1,1,3,13,7,0,0
2,2,1,3,13,7,0,0
2,3,1,3,13,7,0,0
1,1,1,3,13,8,0,0
1,2,1,3,13,8,0,0
1,3,1,3,13,8,0,0
2,1,1,3,13,8,0,0
2,2,1,3,13,8,0,0
2,3,1,3,13,8,0,0
1,1,1,3,13,9,0,0
1,2,1,3,13,9,0,0
1,3,1,3,13,9,0,0
2,1,1,3,13,9,0,0
2,2,1,3,13,9,0,0
2,3,1,3,13,9,0,0
1,1,1,3,13,10,0,0
1,2,1,3,13,10,0,0
1,3,1,3,13,10,0,0
2,1,1,3,13,10,0,0
2,2,1,3,13,10,0,0
2,3,1,3,13,10,0,0
1,1,1,3,14,1,0,0
1,2,1,3,14,1,0,0
1,3,1,3,14,1,0,0
2,1,1,3,14,1,0,0
2,2,1,3,14,1,0,0
2,3,1,3,14,1,0,0
1,1,1,3,14,2,0,0
1,2,1,3,14,2,0,0
1,3,1,3,14,2,0,0
2,1,1,3,14,2,0,0
2,2,1,3,14,2,0,0
2,3,1,3,14,2,0,0
1,1,1,3,14,3,0,0
1,2,1,3,14,3,0,0
1,3,1,3,14,3,0,0
2,1,1,3,14,3,0,0
2,2,1,3,14,3,0,0
2,3,1,3,14,3,0,0
1,1,1,3,14,4,0,0
1,2,1,3,14,4,0,0
1,3,1,3,14,4,0,0
2,1,1,3,14,4,0,0
2,2,1,3,14,4,0,0
2,3,1,3,14,4,0,0
1,1,1,3,14,5,0.0803755144032922,0
1,2,1,3,14,5,0.0803755144032922,0
1,3,1,3,14,5,0.0803755144032922,0
2,1,1,3,14,5,0.0803755144032922,0
2,2,1,3,14,5,0,-0.40187757201646096
2,3,1,3,14,5,0.0803755144032922,0
1,1,1,3,14,6,0,0
1,2,1,3,14,6,0,0
1,3,1,3,14,6,0,0
2,1,1,3,14,6,0,0
2,2,1,3,14,6,0,0
2,3,1,3,14,6,0,0
1,1,1,3,14,7,0,0
1,2,1,3,14,7,0,0
1,3,1,3,14,7,0,0
2,1,1,3,14,7,0,0
2,2,1,3,14,7,0,0
2,3,1,3,14,7,0,0
1,1,1,3,14,8,0,0
1,2,1,3,14,8,0,0
1,3,1,3,14,8,0,0
2,1,1,3,14,8,0,0
2,2,1,3,14,8,0,0
2,3,1,3,14,8,0,0
1,1,1,3,14,9,0,0
1,2,1,3,14,9,0,0
1,3,1,3,14,9,0,0
2,1,1,3,14,9,0,0
2,2,1,3,14,9,0,0
2,3,1,3,14,9,0,0
1,1,1,3,14,10,0,0
1,2,1,3,14,10,0,0
1,3,1,3,14,10,0,0
2,1,1,3,14,10,0,0
2,2,1,3,14,10,0,0
2,3,1,3,14,10,0,0
1,1,1,3,15,1,0,0
1,2,1,3,15,1,0,0
1,3,1,3,15,1,0,0
2,1,1,3,15,1,0,0
2,2,1,3,15,1,0,0
2,3,1,3,15,1,0,0
1,1,1,3,15,2,0,0
1,2,1,3,15,2,0,0
1,3,1,3,15,2,0,0
2,1,1,3,15,2,0,0
2,2,1,3,15,2,0,0
2,3,1,3,15,2,0,0
1,1,1,3,15,3,0.11574074074074076,0
1,2,1,3,15,3,0.11574074074074076,0
1,3,1,3,15,3,0,-0.5787037037037037
2,1,1,3,15,3,0.11574074074074076,0
2,2,1,3,15,3,0.11574074074074076,0
2,3,1,3,15,3,0.11574074074074076,0
1,1,1,3,15,4,0,0
1,2,1,3,15,4,0,0
1,3,1,3,15,4,0,0
2,1,1,3,15,4,0,0
2,2,1,3,15,4,0,0
2,3,1,3,15,4,0,0
1,1,1,3,15,5,0.0803755144032922,0
1,2,1,3,15,5,0.0803755144032922,0
1,3,1,3,15,5,0.0803755144032922,0
2,1,1,3,15,5,0.0803755144032922,0
2,2,1,3,15,5,0.0803755144032922,0
2,3,1,3,15,5,0,-0.40187757201646096
1,1,1,3,16,1,0,0
1,2,1,3,16,1,0,0
1,3,1,3,16,1,0,0
2,1,1,3,16,1,0,0
2,2,1,3,16,1,0,0
2,3,1,3,16,1,0,0
1,1,1,3,16,2,0,0
1,2,1,3,16,2,0,0
1,3,1,3,16,2,0,0
2,1,1,3,16,2,0,0
2,2,1,3,16,2,0,0
2,3,1,3,16,2,0,0
1,1,1,3,16,3,0,0
1,2,1,3,16,3,0,0
1,3,1,3,16,3,0,0
2,1,1,3,16,3,0,0
2,2,1,3,16,3,0,0
2,3,1,3,16,3,0,0
1,1,1,3,16,4,0,0
1,2,1,3,16,4,0,0
1,3,1,3,16,4,0,0
2,1,1,3,16,4,0,0
2,2,1,3,16,4,0,0
2,3,1,3,16,4,0,0
1,1,1,3,16,5,0.40187757201646096,0
1,2,1,3,16,5,0,0
1,3,1,3,16,5,0,0
2,1,1,3,16,5,0,0
2,2,1,3,16,5,0,-0.40187757201646096
2,3,1,3,16,5,0,0
1,1,1,3,16,6,0.06697959533607684,0
1,2,1,3,16,6,0.06697959533607684,-0.3348979766803842
1,3,1,3,16,6,0.06697959533607684,0
2,1,1,3,16,6,0.3348979766803842,-0.3348979766803842
2,2,1,3,16,6,0.06697959533607684,0
2,3,1,3,16,6,0.06697959533607684,0
1,1,1,3,16,7,0.0558163294467307,0
1,2,1,3,16,7,0,-0.2790816472336535
1,3,1,3,16,7,0.0558163294467307,0
2,1,1,3,16,7,0.0558163294467307,0
2,2,1,3,16,7,0.0558163294467307,0
2,3,1,3,16,7,0.0558163294467307,0
1,1,1,3,16,8,0,0
1,2,1,3,16,8,0,0
1,3,1,3,16,8,0,0
2,1,1,3,16,8,0,0
2,2,1,3,16,8,0,0
2,3,1,3,16,8,0,0
1,1,1,3,16,9,0,0
1,2,1,3,16,9,0,0
1,3,1,3,16,9,0,0
2,1,1,3,16,9,0,0
2,2,1,3,16,9,0,0
2,3,1,3,16,9,0,0
1,1,1,3,16,10,0,0
1,2,1,3,16,10,0,0
1,3,1,3,16,10,0,0
2,1,1,3,16,10,0,0
2,2,1,3,16,10,0,0
2,3,1,3,16,10,0,0
1,1,1,3,17,1,0,0
1,2,1,3,17,1,0,0
1,3,1,3,17,1,0,0
2,1,1,3,17,1,0,0
2,2,1,3,17,1,0,0
2,3,1,3,17,1,0,0
1,1,1,3,17,2,0,0
1,2,1,3,17,2,0,0
1,3,1,3,17,2,0,0
2,1,1,3,17,2,0.6944444444444445,0
2,2,1,3,17,2,0,-0.6944444444444445
2,3,1,3,17,2,0,0
1,1,1,3,17,3,0,0
1,2,1,3,17,3,0,0
1,3,1,3,17,3,0,0
2,1,1,3,17,3,0,0
2,2,1,3,17,3,0,0
2,3,1,3,17,3,0,0
1,1,1,3,17,4,0,0
1,2,1,3,17,4,0,0
1,3,1,3,17,4,0,0
2,1,1,3,17,4,0,0
2,2,1,3,17,4,0,0
2,3,1,3,17,4,0,0
1,1,1,3,17,5,0,0
1,2,1,3,17,5,0,0
1,3,1,3,17,5,0,0
2,1,1,3,17,5,0,0
2,2,1,3,17,5,0,0
2,3,1,3,17,5,0,0
1,1,1,3,17,6,0.10114091517104874,0
1,2,1,3,17,6,0,-0.7079864061973412
1,3,1,3,17,6,0.10114091517104874,0
2,1,1,3,17,6,0.20228183034209749,0
2,2,1,3,17,6,0.20228183034209749,0
2,3,1,3,17,6,0.10114091517104874,0
1,1,1,3,17,7,0,-0.2790816472336535
1,2,1,3,17,7,0.09302721574455115,0
1,3,1,3,17,7,0,0
2,1,1,3,17,7,0.09302721574455115,0
2,2,1,3,17,7,0.09302721574455115,0
2,3,1,3,17,7,0,0
1,1,1,3,17,8,0,0
1,2,1,3,17,8,0,0
1,3,1,3,17,8,0,0
2,1,1,3,17,8,0,0
2,2,1,3,17,8,0,0
2,3,1,3,17,8,0,0
1,1,1,3,17,9,0,0
1,2,1,3,17,9,0,0
1,3,1,3,17,9,0,0
2,1,1,3,17,9,0,0
2,2,1,3,17,9,0,0
2,3,1,3,17,9,0,0
1,1,1,3,17,10,0,0
1,2,1,3,17,10,0,0
1,3,1,3,17,10,0,0
2,1,1,3,17,10,0,0
2,2,1,3,17,10,0,0
2,3,1,3,17,10,0,0
1,1,1,3,18,1,0,0
1,2,1,3,18,1,0,0
1,3,1,3,18,1,0,0
2,1,1,3,18,1,0,0
2,2,1,3,18,1,0,0
2,3,1,3,18,1,0,0
1,1,1,3,18,2,0,0
1,2,1,3,18,2,0,0
1,3,1,3,18,2,0,0
2,1,1,3,18,2,0,0
2,2,1,3,18,2,0,0
2,3,1,3,18,2,0,0
1,1,1,3,18,3,0,0
1,2,1,3,18,3,0,0
1,3,1,3,18,3,0,0
2,1,1,3,18,3,0,0
2,2,1,3,18,3,0,0
2,3,1,3,18,3,0,0
1,1,1,3,18,4,0,0
1,2,1,3,18,4,0,0
1,3,1,3,18,4,0,0
2,1,1,3,18,4,0,0
2,2,1,3,18,4,0,0
2,3,1,3,18,4,0,0
1,1,1,3,18,5,0,0
1,2,1,3,18,5,0,0
1,3,1,3,18,5,0,0
2,1,1,3,18,5,0,0
2,2,1,3,18,5,0,0
2,3,1,3,18,5,0,0
1,1,1,3,18,6,0,0
1,2,1,3,18,6,0,0
1,3,1,3,18,6,0,0
2,1,1,3,18,6,0,0
2,2,1,3,18,6,0,0
2,3,1,3,18,6,0,0
1,1,1,3,18,7,0,0
1,2,1,3,18,7,0,0
1,3,1,3,18,7,0,0
2,1,1,3,18,7,0,0
2,2,1,3,18,7,0,0
2,3,1,3,18,7,0,0
1,1,1,3,18,8,0,0
1,2,1,3,18,8,0,0
1,3,1,3,18,8,0,0
2,1,1,3,18,8,0,0
2,2,1,3,18,8,0,0
2,3,1,3,18,8,0,0
1,1,1,3,18,9,0,0
1,2,1,3,18,9,0,0
1,3,1,3,18,9,0,0
2,1,1,3,18,9,0,0
2,2,1,3,18,9,0,0
2,3,1,3,18,9,0,0
1,1,1,3,18,10,0,0
1,2,1,3,18,10,0,0
1,3,1,3,18,10,0,0
2,1,1,3,18,10,0,0
2,2,1,3,18,10,0,0
2,3,1,3,18,10,0,0
1,1,1,3,19,1,0,0
1,2,1,3,19,1,0,0
1,3,1,3,19,1,0,0
2,1,1,3,19,1,0,0
2,2,1,3,19,1,0,0
2,3,1,3,19,1,0,0
1,1,1,3,19,2,0,0
1,2,1,3,19,2,0,0
1,3,1,3,19,2,0,0
2,1,1,3,19,2,0,0
2,2,1,3,19,2,0,0
2,3,1,3,19,2,0,0
1,1,1,3,19,3,0,0
1,2,1,3,19,3,0,0
1,3,1,3,19,3,0,0
